games_id,na_sales_in_millions,pal_sales_in_millions,jp_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
48734,,,,,,
48735,,,,,,
48736,,,,,,
48737,,,,,,
48738,,,,,,
48739,,,,,,
48740,,,,,,
48741,,,,,,
48742,,,,,,
48743,,,,,,
48744,,,,,,
48745,,,,,,
48746,,,,,,
48747,,,,,,
48748,,,,,,
48749,,,,,,
48750,,,,,,
48751,,,,,,
48752,,,,,,
48753,,,,,,
48754,,,,,,
48755,,,,,,
48756,,,,,,
48757,,,,,,
48758,,,,,,
48759,,,,,,
48760,,,,,,
48761,,,,,,
48762,,,,,,
48763,,,,,,
48764,,,,,,
48765,,,,,,
48766,,,,,,
48767,,,,,,
48768,,,,,,
48769,,,,,,
48770,,,,,,
48771,,,,,,
48772,,,,,,
48773,,,,,,
48774,,,,,,
48775,,,,,,
48776,,,,,,
48777,,,,,,
48778,,,,,,
48779,,0.0,,0.0,0.0,
48780,,,,,,
48781,,0.0,,0.0,0.0,
48782,,,,,,
48783,0.04,,,0.0,0.05,
48784,0.18,0.43,,0.05,0.66,
48785,,0.0,,0.0,0.0,
48786,,,,,,
48787,,0.0,,0.0,0.0,
48788,,,,,,
48789,,,,,,
48790,,,,,,
48791,,,,,,
48792,,,,,,
48793,,0.01,,0.0,0.01,
48794,,,,,,
48795,,,,,,
48796,,,,,,
48797,,,,,,
48798,,0.01,,0.0,0.01,
48799,,,,,,
48800,,0.05,,0.01,0.06,
48801,,,,,,
48802,,,,,,
48803,,,,,,
48804,,,,,,
48805,,0.17,,0.03,0.2,
48806,,,,,,
48807,,0.0,,,0.0,
48808,,,,,,
48809,,,,,,
48810,,,,,,
48811,,,,,,0.76
48812,,,,,,
48813,,,,,,
48814,,,,,,
48815,,,,,,
48816,,,,,,
48817,,,,,,
48818,,,,,,
48819,,,,,,
48820,,,,,,
48821,,,,,,
48822,,,,,,
48823,,,,,,
48824,,,,,,
48825,0.07,0.05,,0.01,0.13,
48826,,,,,,
48827,,,,,,
48828,,,,,,
48829,,,,,,
48830,,,,,,
48831,,,,,,
48832,,,,,,
48833,,,,,,
48834,,,,,,
48835,,,,,,0.29
48836,,,,,,
48837,,,,,,0.26
48838,,0.04,,0.01,0.04,
48839,,,,,,
48840,,,,,,0.27
48841,,,,,,
48842,,,,,,
48843,,,,,,0.25
48844,,,,,,0.25
48845,,,,,,0.24
48846,,,,,,0.26
48847,,,,,,0.24
48848,,,,,,0.24
48849,,,,,,0.25
48850,,,,,,0.16
48851,,,,,,0.11
48852,,,,,,
48853,,,,,,
48854,,,,,,
48855,,,,,,
48856,,,,,,
48857,,,,,,
48858,,,,,,
48859,,,,,,
48860,,,,,,
48861,,,,,,
48862,,,,,,0.21
48863,,0.0,,0.0,0.0,
48864,,,,,,
48865,,,,,,
48866,,,,,,
48867,,,,,,0.19
48868,,,,,,
48869,,,,,,
48870,,,,,,0.15
48871,,,,,,0.15
48872,,,,,,0.16
48873,,,,,,0.14
48874,,,,,,0.25
48875,,,,,,
48876,,,,,,
48877,,,,,,0.14
48878,,,,,,0.13
48879,,,,,,0.13
48880,,,,,,0.13
48881,,,,,,0.1
48882,,,,,,0.24
48883,,,,,,0.14
48884,,,,,,0.14
48885,,,,,,0.14
48886,,,,,,0.13
48887,,,,,,0.11
48888,,,,,,0.13
48889,,,,,,0.13
48890,,,,,,0.12
48891,,,,,,
48892,,,,,,0.12
48893,,,,,,
48894,,,,,,0.12
48895,,,,,,0.12
48896,,,,,,0.11
48897,,,,,,0.1
48898,,,,,,0.14
48899,,,,,,0.11
48900,,,,,,0.11
48901,,,,,,
48902,,,,,,
48903,,,,,,
48904,,,,,,
48905,,,,,,
48906,,,,,,
48907,,,,,,0.11
48908,,,,,,
48909,,,,,,0.1
48910,,,,,,0.12
48911,,,,,,
48912,,,,,,
48913,,,,,,
48914,,,,,,
48915,,,,,,
48916,,,,,,
48917,,,,,,
48918,,,,,,
48919,,,,,,
48920,,,,,,
48921,,,,,,
48922,,,,,,
48923,,,,,,
48924,,,,,,
48925,,,,,,
48926,,,,,,
48927,,0.0,,0.0,0.0,
48928,,0.0,,0.0,0.0,
48929,,0.0,,0.0,0.0,
48930,,,,,,
48931,,,,,,
48932,,,,,,
48933,,,,,,
48934,,,,,,
48935,,,,,,
48936,,,,,,
48937,,,,,,
48938,,0.01,,0.0,0.01,
48939,,,,,,
48940,,,,,,
48941,,0.01,,0.0,0.01,
48942,,0.0,,0.0,0.01,
48943,,0.28,,0.03,0.31,
48944,,0.05,,0.0,0.06,
48945,,,,,,
48946,,,,,,
48947,,,,,,
48948,,,,,,
48949,,,,,,
48950,,,,,,
48951,,,,,,
48952,,,,,,
48953,,,,,,
48954,,,,,,
48955,,,,,,
48956,,,,,,
48957,,,,,,
48958,,,,,,
48959,,,,,,
48960,,0.01,,0.0,0.01,
48961,,,,,,
48962,,0.0,,0.0,0.0,
48963,0.02,,,0.0,0.02,
48964,0.1,,,0.01,0.11,
48965,0.07,0.02,,0.0,0.09,
48966,0.01,0.0,,0.0,0.01,
48967,,,,,,
48968,,0.0,,0.0,0.0,
48969,,0.01,,0.0,0.01,
48970,,0.0,,0.0,0.0,
48971,,,,,,
48972,,,,,,
48973,,,,,,
48974,,,,,,
48975,,,,,,
48976,,,,,,
48977,,,,,,
48978,,0.04,,0.01,0.05,
48979,,0.0,,0.0,0.0,
48980,,0.01,,0.0,0.01,
48981,,,,,,
48982,,,,,,
48983,,,,,,
48984,,,,,,
48985,,,,,,
48986,,,,,,
48987,,,,,,
48988,,,,,,
48989,,,,,,
48990,,,,,,
48991,,,,,,
48992,,,,,,
48993,,,,,,
48994,,,,,,
48995,,,,,,
48996,,,,,,
48997,,,,,,
48998,,,,,,
48999,,,,,,
49000,,,,,,
49001,,,,,,
49002,,,,,,
49003,,,,,,
49004,,,,,,
49005,,,,,,
49006,,,,,,
49007,,,,,,
49008,,,,,,
49009,,,,,,
49010,,,,,,
49011,,,,,,
49012,,,,,,
49013,,,,,,
49014,,,,,,
49015,,,,,,
49016,,,,,,
49017,,,,,,
49018,,0.19,,0.01,0.2,
49019,,,,,,
49020,,,,,,
49021,,,,,,
49022,,,,,,
49023,,,,,,
49024,,,,,,
49025,0.22,0.06,,0.01,0.29,
49026,0.19,0.06,,0.01,0.26,
49027,0.08,0.02,,0.0,0.11,
49028,,,,,,
49029,0.04,0.01,,0.0,0.06,
49030,0.06,0.02,,0.0,0.08,
49031,0.01,0.0,,0.0,0.01,
49032,,,,,,
49033,,,,,,
49034,,,,,,
49035,,,,,,
49036,,,,,,
49037,,,,,,
49038,,,,,,
49039,,,,,,
49040,,,,,,0.18
49041,,,,,,0.12
49042,,0.01,,0.0,0.01,
49043,,,,,,
49044,,,,,,
49045,,,,,,
49046,,,,,,
49047,,,,,,0.24
49048,,,,,,0.1
49049,,,,,,0.11
49050,,0.01,,0.0,0.01,
49051,,,,,,0.1
49052,,,,,,
49053,,,,,,
49054,,,,,,
49055,,,,,,
49056,,,,,,
49057,,,,,,
49058,,,,,,
49059,,,,,,
49060,,,,,,
49061,,,,,,
49062,,,,,,
49063,,,,,,
49064,,,,,,
49065,,,,,,
49066,,,,,,
49067,,,,,,
49068,,,,,,
49069,,,,,,
49070,,,,,,
49071,,,,,,
49072,0.04,0.03,,0.0,0.07,
49073,,,,,,
49074,,,,,,
49075,,,,,,
49076,,,,,,
49077,,,,,,
49078,,,,,,
49079,,,,,,
49080,,,,,,
49081,,,,,,
49082,,,,,,
49083,,,,,,
49084,,,,,,
49085,,,0.04,,0.04,
49086,,,,,,
49087,,,,,,
49088,,,,,,
49089,,,,,,
49090,,,,,,
49091,,,,,,
49092,,,,,,
49093,,,,,,
49094,,,,,,
49095,,,,,,
49096,,,,,,
49097,,,,,,
49098,,,,,,
49099,,,,,,
49100,,,,,,
49101,,,,,,
49102,,,,,,
49103,,,,,,
49104,,,,,,
49105,,,,,,
49106,,,,,,
49107,,,,,,
49108,,,,,,
49109,,,,,,
49110,,,,,,
49111,,,,,,
49112,,,,,,
49113,,,,,,
49114,,,,,,
49115,,,,,,
49116,,,,,,
49117,,,,,,
49118,,,,,,
49119,,,,,,
49120,,,,,,
49121,,,,,,
49122,,,0.11,0.0,0.11,
49123,,,,,,
49124,,,,,,
49125,,,,,,
49126,,,,,,
49127,,,,,,
49128,,,,,,
49129,,,,,,
49130,,,,,,
49131,,,,,,
49132,,,,,,
49133,,,,,,
49134,,,,,,
49135,,,,,,
49136,,,,,,
49137,,,,,,
49138,,,,,,
49139,,,,,,
49140,,,,,,
49141,,,,,,
49142,,,,,,
49143,,,,,,
49144,,,,,,
49145,,,,,,
49146,,,,,,
49147,,,,,,
49148,,,,,,
49149,,,,,,
49150,,,,,,
49151,,,,,,
49152,,,,,,
49153,,,,,,
49154,,,,,,
49155,,,,,,
49156,,0.0,,0.0,0.0,
49157,,0.02,,0.0,0.02,
49158,,0.14,,0.02,0.16,
49159,,,,,,
49160,,0.0,,0.0,0.0,
49161,,,,,,
49162,,,,,,
49163,,,,,,
49164,,,,,,
49165,,,,,,
49166,,,,,,
49167,,,,,,
49168,,,,,,
49169,,,,,,
49170,,,,,,
49171,,,,,,
49172,,,,,,
49173,,,,,,
49174,,,,,,
49175,,0.0,,0.0,0.0,
49176,,0.0,,0.0,0.0,
49177,,,,,,
49178,,,,,,
49179,,,,,,
49180,,,,,,
49181,,,,,,
49182,,,,,,
49183,,,,,,
49184,,,,,,
49185,,,,,,
49186,,,,,,
49187,,,,,,
49188,,,,,,
49189,,,,,,
49190,,,,,,
49191,,,,,,
49192,,,,,,
49193,,,,,,
49194,,,,,,
49195,,,,,,
49196,,,,,,
49197,,,,,,
49198,,,,,,
49199,,,,,,
49200,,,,,,
49201,,,,,,
49202,,,,,,
49203,,,,,,
49204,,,,,,
49205,,,,,,
49206,,,,,,
49207,,,,,,
49208,,,,,,
49209,,,,,,
49210,,,,,,
49211,,,,,,
49212,,,,,,
49213,,,,,,
49214,,,,,,
49215,,,,,,
49216,,,,,,
49217,,,,,,
49218,,,,,,
49219,,,,,,
49220,,,,,,
49221,,,,,,
49222,,,,,,
49223,,,,,,
49224,,,,,,
49225,,,,,,
49226,,,,,,
49227,,,,,,
49228,,,,,,
49229,,,,,,
49230,,,,,,
49231,,,,,,
49232,,,,,,
49233,,,,,,
49234,,,,,,
49235,,,,,,
49236,,,,,,
49237,,,,,,
49238,,,,,,
49239,,,,,,
49240,,,,,,
49241,,,,,,
49242,,,,,,
49243,,,,,,
49244,,,,,,
49245,,,,,,
49246,,,,,,
49247,,,,,,
49248,,,,,,
49249,,,,,,
49250,,,,,,
49251,,,,,,
49252,,,,,,
49253,,,,,,
49254,,,,,,
49255,,,,,,
49256,,,,,,
49257,,,,,,
49258,,,,,,
49259,,,,,,
49260,,,,,,
49261,,,,,,
49262,,,,,,
49263,,,,,,
49264,,,,,,
49265,,0.0,,0.0,0.0,
49266,,,,,,
49267,,,,,,
49268,,,,,,
49269,,,,,,
49270,,,,,,
49271,,,,,,
49272,,,,,,
49273,,,,,,
49274,,,,,,
49275,,,,,,
49276,,,,,,
49277,,,,,,
49278,,,,,,
49279,,,,,,
49280,,,,,,
49281,,,,,,
49282,,,,,,
49283,,,,,,
49284,,,,,,
49285,,,,,,
49286,,,,,,
49287,,,,,,
49288,,,,,,
49289,,,,,,
49290,,,,,,
49291,,,,,,
49292,,,,,,
49293,,,,,,
49294,,,,,,
49295,,,,,,
49296,,,,,,
49297,,,,,,
49298,,,,,,
49299,,,,,,
49300,,,,,,
49301,,,,,,
49302,,,,,,
49303,,,,,,
49304,,,,,,
49305,,,,,,
49306,,,,,,
49307,,,,,,
49308,,,,,,
49309,,,0.02,,0.02,
49310,,,,,,
49311,,,,,,
49312,,,,,,
49313,,,,,,
49314,,,,,,
49315,,,,,,
49316,,,,,,
49317,,,,,,
49318,,,,,,
49319,,,,,,
49320,,,,,,
49321,,,,,,
49322,,,,,,
49323,,,,,,
49324,,,,,,
49325,,,,,,
49326,,,,,,
49327,,,,,,
49328,,,,,,
49329,,,,,,
49330,,,,,,
49331,,,,,,
49332,,,,,,
49333,,,,,,
49334,,,,,,
49335,,,,,,
49336,,,,,,
49337,,,,,,
49338,,,,,,
49339,,,,,,
49340,,,,,,
49341,,,,,,
49342,,,,,,
49343,,,,,,
49344,,,,,,
49345,,,,,,
49346,,,,,,
49347,,,,,,
49348,,,,,,
49349,,,,,,
49350,,,,,,
49351,,,,,,
49352,,,,,,
49353,,,,,,
49354,,,,,,
49355,,,,,,
49356,,,,,,
49357,,,,,,
49358,,,,,,
49359,,,,,,
49360,,,,,,
49361,,,,,,
49362,,,,,,
49363,,,,,,
49364,,,,,,
49365,,,,,,
49366,,,,,,
49367,,,,,,
49368,,,,,,
49369,,,,,,
49370,,,,,,
49371,,,,,,
49372,,,,,,
49373,,,,,,
49374,,,,,,
49375,,,,,,
49376,,,,,,
49377,,,,,,
49378,,,,,,
49379,,,,,,
49380,0.03,0.01,0.01,0.0,0.05,
49381,,,,,,
49382,,,,,,
49383,,,,,,
49384,,,,,,
49385,,,,,,
49386,,,,,,
49387,,,,,,
49388,,,,,,
49389,,,,,,
49390,,,,,,
49391,,,,,,
49392,,,,,,3.61
49393,,,,,,0.3
49394,,,,,,
49395,,,,,,
49396,,,,,,
49397,,,,,,
49398,,,,,,
49399,,,,,,
49400,,,,,,
49401,,,,,,
49402,,,,,,
49403,,,,,,
49404,,,,,,
49405,,,,,,
49406,,,,,,
49407,,,,,,
49408,,,,,,
49409,,,,,,
49410,,,,,,
49411,,,,,,
49412,,,,,,
49413,,,,,,
49414,,,,,,
49415,,,,,,
49416,,,,,,
49417,,,,,,
49418,,,,,,
49419,,,,,,
49420,,,,,,
49421,,,,,,
49422,,,,,,
49423,,,,,,
49424,,,,,,
49425,,,,,,
49426,,,,,,
49427,,,,,,
49428,,,,,,
49429,,,,,,
49430,,,,,,
49431,,,,,,
49432,,,,,,
49433,,,,,,
49434,,,,,,
49435,,,,,,
49436,,,,,,
49437,,0.0,,0.0,0.0,
49438,,0.0,,0.0,0.0,
49439,,,,,,
49440,,,,,,
49441,,,,,,
49442,,,,,,
49443,,,,,,
49444,,,,,,
49445,,,,,,
49446,,,,,,
49447,,,,,,
49448,,,,,,
49449,,,,,,
49450,,,,,,
49451,,,,,,
49452,,,,,,
49453,,,,,,
49454,,,,,,
49455,,,,,,
49456,,,,,,
49457,,,,,,
49458,,,,,,
49459,,,,,,
49460,,,,,,
49461,,,,,,
49462,,,,,,
49463,,,,,,
49464,,,,,,
49465,,,,,,
49466,,,,,,
49467,,,,,,
49468,,,,,,
49469,,,,,,
49470,,,,,,
49471,,,,,,
49472,,,,,,
49473,,,,,,
49474,,,,,,
49475,,,,,,
49476,,,,,,
49477,,,,,,
49478,,,,,,0.34
49479,,,,,,
49480,,,,,,
49481,,,,,,
49482,,,,,,
49483,,,,,,
49484,,,,,,
49485,,,,,,
49486,,,,,,
49487,,,,,,
49488,,,,,,
49489,,,,,,
49490,,,,,,
49491,,,,,,
49492,,,,,,
49493,,,,,,
49494,,,,,,
49495,,,,,,
49496,,,,,,
49497,,,,,,
49498,,,,,,
49499,,,,,,
49500,,,,,,
49501,,,,,,
49502,,,,,,
49503,,,,,,
49504,,,,,,
49505,,,,,,
49506,,,,,,
49507,,,,,,
49508,,,,,,0.67
49509,,,,,,
49510,,,,,,
49511,,,,,,
49512,1.19,0.29,,0.05,1.53,
49513,,,,,,
49514,,,,,,
49515,,,,,,
49516,,,,,,
49517,,,,,,
49518,,,,,,
49519,,,,,,
49520,1.03,0.27,,0.04,1.34,
49521,,,,,,
49522,,,,,,
49523,,,,,,
49524,,,,,,
49525,,,,,,
49526,,,,,,
49527,,,,,,
49528,,,,,,
49529,,,,,,
49530,,,,,,
49531,,,,,,
49532,,,,,,
49533,,,,,,
49534,,,,,,
49535,,,,,,
49536,,,,,,
49537,,,,,,
49538,,,,,,
49539,,,,,,
49540,,,,,,
49541,,,,,,
49542,,,,,,
49543,,,,,,
49544,,,,,,
49545,,,,,,
49546,,,,,,
49547,,,,,,
49548,,,,,,
49549,,,,,,
49550,,,,,,
49551,,,,,,
49552,,,,,,
49553,,,,,,
49554,,,,,,
49555,,,,,,
49556,,,,,,
49557,,,,,,
49558,,,,,,
49559,,,,,,
49560,,,,,,
49561,,,,,,
49562,,,,,,
49563,,,,,,
49564,,,,,,
49565,,,,,,
49566,,0.0,,0.0,0.0,
49567,,,,,,
49568,,,,,,
49569,,,,,,0.59
49570,,,,,,
49571,,,,,,
49572,,,,,,
49573,,,,,,
49574,,,,,,
49575,,,,,,
49576,,,,,,
49577,,,,,,
49578,,,,,,
49579,,,,,,
49580,,,,,,
49581,,,,,,
49582,,,,,,
49583,,,,,,
49584,,,,,,
49585,,,,,,
49586,,,,,,
49587,,,,,,
49588,,,,,,
49589,,,,,,
49590,,,,,,
49591,,,,,,
49592,,,,,,
49593,,,,,,
49594,,,,,,
49595,,,,,,
49596,,,,,,
49597,,,,,,
49598,,,,,,
49599,,,,,,
49600,,,,,,
49601,,,,,,
49602,,,,,,
49603,,,,,,
49604,,,,,,
49605,,,,,,
49606,,,,,,
49607,,,,,,
49608,,,,,,
49609,,,,,,
49610,,,,,,
49611,,,,,,
49612,,,,,,
49613,,,,,,
49614,,,,,,
49615,,,,,,
49616,,,,,,
49617,,,,,,
49618,,,,,,
49619,,,,,,
49620,,,,,,
49621,,,,,,
49622,,,,,,
49623,,,,,,
49624,,,,,,
49625,,,,,,
49626,,,,,,
49627,,,,,,
49628,,,,,,
49629,,,,,,
49630,,,,,,
49631,,,,,,
49632,,,,,,
49633,,,,,,
49634,,,,,,
49635,,,,,,
49636,,,,,,
49637,,,,,,
49638,,,,,,
49639,,,,,,
49640,,,,,,
49641,,,,,,
49642,,,,,,
49643,,,,,,
49644,,,,,,
49645,,,,,,
49646,,,,,,
49647,,,,,,
49648,,,,,,
49649,,,,,,
49650,,,,,,
49651,,,,,,
49652,,,,,,
49653,,,,,,
49654,,,,,,
49655,,,,,,
49656,,,,,,
49657,,,,,,
49658,,,,,,
49659,,,,,,
49660,,,,,,
49661,,,,,,
49662,,,,,,
49663,,,,,,
49664,,,,,,
49665,,,,,,
49666,,,,,,
49667,,,,,,
49668,,,,,,
49669,,,,,,
49670,,,,,,
49671,,,,,,
49672,,,,,,
49673,,,,,,
49674,,,,,,
49675,0.06,0.04,,0.01,0.11,
49676,0.03,0.02,,0.0,0.06,
49677,,,,,,
49678,0.05,0.03,,0.01,0.09,
49679,,,,,,
49680,,,,,,
49681,,,,,,
49682,,,,,,
49683,,,,,,
49684,,,,,,
49685,,,,,,
49686,,,,,,
49687,,,,,,
49688,,,,,,
49689,,,,,,
49690,,,,,,
49691,,,,,,
49692,,,,,,
49693,,,,,,
49694,,,,,,
49695,,,,,,
49696,,,,,,
49697,,,,,,
49698,,,,,,
49699,,,,,,
49700,,,,,,
49701,,,,,,
49702,,,,,,
49703,,,,,,
49704,,,,,,
49705,,,,,,4.5
49706,,0.0,,0.0,0.0,
49707,,,,,,
49708,,,,,,
49709,,,,,,
49710,,,,,,
49711,,,,,,
49712,,,,,,
49713,,,,,,
49714,,,,,,
49715,,,,,,
49716,,,,,,
49717,,,,,,
49718,,,,,,
49719,,,,,,
49720,,,,,,
49721,,,,,,
49722,,,,,,
49723,,,,,,3.28
49724,,,,,,
49725,,,,,,
49726,,,,,,
49727,,,,,,
49728,,,,,,
49729,,,,,,
49730,,,,,,
49731,,,,,,
49732,,,,,,
49733,,,,,,
49734,,,,,,
49735,,,,,,
49736,,,,,,
49737,,,,,,
49738,,,,,,
49739,,,,,,
49740,,,,,,
49741,,,,,,
49742,,,,,,
49743,,,,,,
49744,,,,,,
49745,,,,,,
49746,,,,,,
49747,,,,,,
49748,,,,,,
49749,,,,,,
49750,,,,,,
49751,,,,,,
49752,,,,,,
49753,,,,,,
49754,,,,,,
49755,,,,,,
49756,,,,,,
49757,,,,,,
49758,,,,,,
49759,,,,,,
49760,,,,,,
49761,,,,,,
49762,,,,,,
49763,,,,,,
49764,,,,,,
49765,,,,,,
49766,,,,,,
49767,,,,,,
49768,,,,,,
49769,,,,,,
49770,,,,,,
49771,,,,,,
49772,,,,,,
49773,,,,,,
49774,,,,,,
49775,,,,,,
49776,,,,,,
49777,,,,,,
49778,,,,,,
49779,,,,,,
49780,,,,,,
49781,,,,,,
49782,,,,,,
49783,,,,,,
49784,,,,,,
49785,,,,,,
49786,,,,,,
49787,,,,,,
49788,,,,,,
49789,,,,,,
49790,,,,,,
49791,,,,,,
49792,,,,,,
49793,,,,,,
49794,,,,,,
49795,,,,,,
49796,,,,,,
49797,,,,,,
49798,,,,,,
49799,,,,,,
49800,,,,,,
49801,,,,,,
49802,,,,,,
49803,,,,,,
49804,,,,,,
49805,,,,,,
49806,,,,,,
49807,,,,,,
49808,,,,,,
49809,,,,,,
49810,,,,,,
49811,,,,,,
49812,,,,,,
49813,,,,,,
49814,,,,,,
49815,,,,,,
49816,,,,,,
49817,,,,,,
49818,,,,,,
49819,,,,,,
49820,,,,,,
49821,,,,,,
49822,,,,,,
49823,,,,,,
49824,,,,,,
49825,,,,,,
49826,,,,,,
49827,,,,,,
49828,,,,,,
49829,,1.12,,0.0,1.12,
49830,,,,,,
49831,,,,,,
49832,,,,,,
49833,,,,,,
49834,,,,,,
49835,,,,,,
49836,,,,,,0.24
49837,,,,,,0.33
49838,,,,,,0.24
49839,,,,,,
49840,,,,,,
49841,,,,,,
49842,,,,,,
49843,,,,,,
49844,,,,,,
49845,,,,,,
49846,,,,,,
49847,,,,,,
49848,,,,,,
49849,,,,,,
49850,,,,,,
49851,,,,,,
49852,,,,,,
49853,,,,,,
49854,,,,,,
49855,,,,,,
49856,,,,,,
49857,,,,,,
49858,,,,,,
49859,,,,,,
49860,,,,,,
49861,,,,,,
49862,,,,,,
49863,,,,,,
49864,,,,,,
49865,,,,,,
49866,,,,,,
49867,,,,,,
49868,,,,,,
49869,,,,,,
49870,,,,,,
49871,,,,,,
49872,,,,,,
49873,,,,,,
49874,,,,,,
49875,,,,,,
49876,,,,,,
49877,,,,,,
49878,,,,,,0.11
49879,,,,,,
49880,,,,,,
49881,,,,,,
49882,,,,,,
49883,,,,,,
49884,,,,,,
49885,,,,,,
49886,,,,,,
49887,,,,,,
49888,,,,,,
49889,,,,,,
49890,,,,,,
49891,,,,,,
49892,,,,,,
49893,,,,,,
49894,,,,,,
49895,,,,,,
49896,,,,,,
49897,,,,,,
49898,,0.0,,0.0,0.0,
49899,,,,,,0.48
49900,0.0,,,0.0,0.0,
49901,,,,,,
49902,,,,,,
49903,,,,,,
49904,,,,,,
49905,,,,,,
49906,,0.03,,0.01,0.03,
49907,,0.03,,0.0,0.03,
49908,,,,,,
49909,,,,,,
49910,,0.0,,,0.0,
49911,,,,,,
49912,,,,,,
49913,,,,,,
49914,,,,,,
49915,,,,,,
49916,,,,,,
49917,0.08,0.02,,0.0,0.1,
49918,0.0,0.0,,0.0,0.0,
49919,0.05,0.02,,0.0,0.07,
49920,0.02,0.01,,0.0,0.03,
49921,0.01,0.0,,0.0,0.01,
49922,0.05,0.01,,0.0,0.06,
49923,,,,,,
49924,,,,,,
49925,,,,,,
49926,,,,,,0.12
49927,,,,,,0.11
49928,,,,,,0.12
49929,,,,,,0.12
49930,,,,,,0.12
49931,,,,,,0.12
49932,,,,,,
49933,,,,,,
49934,,,,,,
49935,,,,,,
49936,,,,,,
49937,,,,,,
49938,,,,,,
49939,,,,,,
49940,,,,,,
49941,,0.02,,0.0,0.02,
49942,,,,,,
49943,,,,,,
49944,,,,,,
49945,,,,,,
49946,,,,,,
49947,,,,,,
49948,,,,,,0.36
49949,,,,,,
49950,,,,,,
49951,,,,,,0.91
49952,,,,,,
49953,,,,,,
49954,,,,,,
49955,,,,,,
49956,,,,,,0.13
49957,,,,,,
49958,,,,,,
49959,,,,,,1.0
49960,,,,,,
49961,,,,,,
49962,,0.0,,0.0,0.0,
49963,,,,,,
49964,,,,,,
49965,,,,,,0.61
49966,,,,,,0.33
49967,,,,,,0.11
49968,,,,,,
49969,,,,,,
49970,,,,,,
49971,,,,,,
49972,,,,,,
49973,,,,,,
49974,,,,,,
49975,,,0.36,0.0,0.36,
49976,,,,,,
49977,,,0.28,0.0,0.28,
49978,,,,,,0.31
49979,,,,,,
49980,,,,,,
49981,,,,,,
49982,,,,,,
49983,,,,,,0.24
49984,,,,,,0.24
49985,,,,,,
49986,,,,,,
49987,,,,,,
49988,,,,,,
49989,,,,,,
49990,,,,,,
49991,,,,,,
49992,,,,,,
49993,,,,,,
49994,,,,,,0.2
49995,,,,,,0.33
49996,,,,,,0.2
49997,,,,,,0.15
49998,,,,,,0.14
49999,,,,,,0.13
50000,,,,,,
50001,,,,,,0.19
50002,,,,,,0.16
50003,,,,,,0.16
50004,,,,,,
50005,,,,,,
50006,,,,,,
50007,,,,,,
50008,,,,,,
50009,,,,,,
50010,,,,,,
50011,,,,,,
50012,,,,,,
50013,,,,,,
50014,,,,,,
50015,,,,,,
50016,,,,,,
50017,,,,,,
50018,,,,,,
50019,,,,,,0.26
50020,,,,,,
50021,,,,,,
50022,,,,,,
50023,,,,,,
50024,,,,,,
50025,,,,,,
50026,,,,,,
50027,,,,,,
50028,,,,,,
50029,,,,,,
50030,,,,,,
50031,,,,,,
50032,,,,,,
50033,,,,,,
50034,,,,,,
50035,,,,,,
50036,,,,,,
50037,,,,,,
50038,,,,,,
50039,,,,,,
50040,,,,,,
50041,,,,,,
50042,,,,,,
50043,,,,,,
50044,,,,,,
50045,,,,,,
50046,,,,,,
50047,,,,,,
50048,,,,,,
50049,0.03,,,0.0,0.03,
50050,0.0,,,0.0,0.01,
50051,,0.0,,0.0,0.0,
50052,,,,,,
50053,,,,,,
50054,,,,,,
50055,,,,,,
50056,,,,,,
50057,,,,,,
50058,,,,,,
50059,,,,,,
50060,,,,,,
50061,,,,,,
50062,,,,,,
50063,,,,,,
50064,,,,,,
50065,,,,,,0.14
50066,,,,,,
50067,,,,,,0.14
50068,,,,,,0.13
50069,,,,,,0.13
50070,,,,,,0.11
50071,,,,,,0.11
50072,,,,,,
50073,,,,,,
50074,,,,,,
50075,,,,,,
50076,,,,,,
50077,,,,,,
50078,,,,,,0.11
50079,,,,,,
50080,,,,,,
50081,,,,,,
50082,,,,,,
50083,,,,,,
50084,,,,,,0.13
50085,,,,,,0.11
50086,,,,,,0.1
50087,,,,,,0.1
50088,,,,,,
50089,,,,,,
50090,,0.05,,0.01,0.06,
50091,,0.0,,0.0,0.0,
50092,,0.01,,0.0,0.01,
50093,,,,,,
50094,,,,,,
50095,,,,,,0.1
50096,,,,,,
50097,,,,,,
50098,,0.03,,0.01,0.03,
50099,,,,,,
50100,,,,,,
50101,,,,,,
50102,,,,,,
50103,,,,,,
50104,,,,,,
50105,,,,,,
50106,,,,,,
50107,,0.0,,,0.0,
50108,,,,,,
50109,,,,,,
50110,,,,,,
50111,,,,,,
50112,,,,,,
50113,,,,,,
50114,,,,,,
50115,0.02,,,0.0,0.02,
50116,,,,,,
50117,,,,,,
50118,,,,,,
50119,,,,,,
50120,,,,,,
50121,,0.0,,0.0,0.0,
50122,,,,,,
50123,,,,,,
50124,,,,,,
50125,,,,,,
50126,,,,,,
50127,,0.02,,0.0,0.02,
50128,,,,,,
50129,,,,,,
50130,,,,,,
50131,0.01,0.01,,0.0,0.02,
50132,,,,,,
50133,,,,,,
50134,,,,,,
50135,,,,,,
50136,,,,,,
50137,,,,,,
50138,,,,,,
50139,,,,,,
50140,,,,,,
50141,,,,,,
50142,,,,,,
50143,,,,,,
50144,,,,,,
50145,,,,,,
50146,,,,,,
50147,,,,,,
50148,,,,,,
